time_ns,victim_mV,aggressor_mV,source_V
0.635,-2.90270909e-05,8.07734471e-05,0
0.636,2.90653834e-05,-8.08779387e-05,0
0.637,-2.91037725e-05,8.09826893e-05,0
0.638,2.91422586e-05,-8.10876999e-05,0
0.639,-2.91808419e-05,8.11929714e-05,0
0.64,2.92195227e-05,-8.12985049e-05,0
0.641,-2.92583016e-05,8.14043012e-05,0
0.642,2.9297179e-05,-8.15103616e-05,0
0.643,-2.93361549e-05,8.16166865e-05,0
0.644,2.93752301e-05,-8.17232776e-05,0
0.645,-2.94144046e-05,8.18301353e-05,0
0.646,2.94536792e-05,-8.1937261e-05,0
0.647,-2.94930538e-05,8.20446552e-05,0
0.648,2.95325292e-05,-8.21523196e-05,0
0.649,-2.95721055e-05,8.22602549e-05,0
0.65,2.96117833e-05,-8.23684617e-05,0
0.651,-2.96515628e-05,8.24769417e-05,0
0.652,2.96914445e-05,-8.25856957e-05,0
0.653,-2.97314288e-05,8.26947243e-05,0
0.654,2.9771516e-05,-8.28040292e-05,0
0.655,-2.98117066e-05,8.2913611e-05,0
0.656,2.98520008e-05,-8.30234711e-05,0
0.657,-2.98923994e-05,8.31336101e-05,0
0.658,2.99329024e-05,-8.32440295e-05,0
0.659,-2.99735104e-05,8.335473e-05,0
0.66,3.00142237e-05,-8.34657131e-05,0
0.661,-3.00550428e-05,8.35769796e-05,0
0.662,3.00959682e-05,-8.36885305e-05,0
0.663,-3.0137e-05,8.3800367e-05,0
0.664,3.0178139e-05,-8.39124902e-05,0
0.665,-3.02193854e-05,8.40249013e-05,0
0.666,3.02607396e-05,-8.41376012e-05,0
0.667,-3.0302202e-05,8.42505909e-05,0
0.668,3.03437731e-05,-8.4363872e-05,0
0.669,-3.03854534e-05,8.44774451e-05,0
0.67,3.04272431e-05,-8.45913119e-05,0
0.671,-3.04691429e-05,8.47054729e-05,0
0.672,3.05111531e-05,-8.48199297e-05,0
0.673,-3.0553274e-05,8.49346832e-05,0
0.674,3.05955063e-05,-8.50497348e-05,0
0.675,-3.06378503e-05,8.51650854e-05,0
0.676,3.06803064e-05,-8.52807362e-05,0
0.677,-3.07228751e-05,8.53966884e-05,0
0.678,3.07655568e-05,-8.55129434e-05,0
0.679,-3.08083521e-05,8.56295018e-05,0
0.68,3.08512614e-05,-8.57463655e-05,0
0.681,-3.08942849e-05,8.58635353e-05,0
0.682,3.09374234e-05,-8.59810123e-05,0
0.683,-3.09806771e-05,8.60987979e-05,0
0.684,3.10240466e-05,-8.62168935e-05,0
0.685,-3.10675323e-05,8.63352999e-05,0
0.686,3.11111348e-05,-8.64540187e-05,0
0.687,-3.11548544e-05,8.65730507e-05,0
0.688,3.11986917e-05,-8.66923975e-05,0
0.689,-3.1242647e-05,8.68120602e-05,0
0.69,3.1286721e-05,-8.69320401e-05,0
0.691,-3.1330914e-05,8.70523385e-05,0
0.692,3.13752264e-05,-8.71729566e-05,0
0.693,-3.1419659e-05,8.72938956e-05,0
0.694,3.1464212e-05,-8.74151571e-05,0
0.695,-3.15088861e-05,8.75367417e-05,0
0.696,3.15536816e-05,-8.76586514e-05,0
0.697,-3.15985991e-05,8.77808874e-05,0
0.698,3.16436391e-05,-8.79034504e-05,0
0.699,-3.16888021e-05,8.80263425e-05,0
0.7,3.17340884e-05,-8.81495645e-05,0
0.701,-3.17794989e-05,8.82731178e-05,0
0.702,3.18250338e-05,-8.83970039e-05,0
0.703,-3.18706938e-05,8.8521224e-05,0
0.704,3.19164791e-05,-8.86457797e-05,0
0.705,-3.19623904e-05,8.8770672e-05,0
0.706,3.20084285e-05,-8.88959026e-05,0
0.707,-3.20545935e-05,8.90214726e-05,0
0.708,3.21008861e-05,-8.91473835e-05,0
0.709,-3.21473068e-05,8.92736367e-05,0
0.71,3.21938562e-05,-8.94002335e-05,0
0.711,-3.22405347e-05,8.95271751e-05,0
0.712,3.22873429e-05,-8.96544635e-05,0
0.713,-3.23342814e-05,8.97820995e-05,0
0.714,3.23813507e-05,-8.99100848e-05,0
0.715,-3.24285514e-05,9.00384211e-05,0
0.716,3.24758839e-05,-9.01671095e-05,0
0.717,-3.25233488e-05,9.02961513e-05,0
0.718,3.25709467e-05,-9.04255484e-05,0
0.719,-3.26186782e-05,9.05553017e-05,0
0.72,3.26665438e-05,-9.06854133e-05,0
0.721,-3.2714544e-05,9.08158843e-05,0
0.722,3.27626795e-05,-9.09467161e-05,0
0.723,-3.28109507e-05,9.10779103e-05,0
0.724,3.28593584e-05,-9.12094687e-05,0
0.725,-3.2907903e-05,9.13413926e-05,0
0.726,3.2956585e-05,-9.14736834e-05,0
0.727,-3.30054053e-05,9.16063424e-05,0
0.728,3.30543642e-05,-9.17393718e-05,0
0.729,-3.31034624e-05,9.18727727e-05,0
0.73,3.31527005e-05,-9.20065468e-05,0
0.731,-3.3202079e-05,9.21406955e-05,0
0.732,3.32515986e-05,-9.22752205e-05,0
0.733,-3.33012599e-05,9.24101234e-05,0
0.734,3.33510634e-05,-9.25454056e-05,0
0.735,-3.34010099e-05,9.26810689e-05,0
0.736,3.34510998e-05,-9.2817115e-05,0
0.737,-3.35013339e-05,9.29535453e-05,0
0.738,3.35517127e-05,-9.30903613e-05,0
0.739,-3.36022368e-05,9.3227565e-05,0
0.74,3.36529069e-05,-9.33651579e-05,0
0.741,-3.37037237e-05,9.35031415e-05,0
0.742,3.37546876e-05,-9.36415177e-05,0
0.743,-3.38057996e-05,9.37802878e-05,0
0.744,3.385706e-05,-9.39194538e-05,0
0.745,-3.39084695e-05,9.40590175e-05,0
0.746,3.39600289e-05,-9.41989803e-05,0
0.747,-3.40117388e-05,9.4339344e-05,0
0.748,3.40635997e-05,-9.44801105e-05,0
0.749,-3.41156126e-05,9.46212812e-05,0
0.75,3.41677777e-05,-9.47628581e-05,0
0.751,-3.42200961e-05,9.49048428e-05,0
0.752,3.42725683e-05,-9.50472371e-05,0
0.753,-3.43251948e-05,9.51900428e-05,0
0.754,3.43779767e-05,-9.53332617e-05,0
0.755,-3.44309143e-05,9.54768955e-05,0
0.756,3.44840083e-05,-9.56209461e-05,0
0.757,-3.45372597e-05,9.57654154e-05,0
0.758,3.4590669e-05,-9.59103049e-05,0
0.759,-3.46442368e-05,9.60556167e-05,0
0.76,3.46979639e-05,-9.62013525e-05,0
0.761,-3.4751851e-05,9.63475144e-05,0
0.762,3.4805899e-05,-9.64941037e-05,0
0.763,-3.48601084e-05,9.66411229e-05,0
0.764,3.49144798e-05,-9.67885737e-05,0
0.765,-3.49690142e-05,9.69364577e-05,0
0.766,3.50237123e-05,-9.70847773e-05,0
0.767,-3.50785747e-05,9.72335341e-05,0
0.768,3.51336021e-05,-9.738273e-05,0
0.769,-3.51887954e-05,9.75323671e-05,0
0.77,3.52441554e-05,-9.76824472e-05,0
0.771,-3.52996826e-05,9.78329722e-05,0
0.772,3.53553779e-05,-9.79839447e-05,0
0.773,-3.54112421e-05,9.81353659e-05,0
0.774,3.54672759e-05,-9.82872382e-05,0
0.775,-3.55234801e-05,9.84395632e-05,0
0.776,3.55798554e-05,-9.85923437e-05,0
0.777,-3.56364027e-05,9.8745581e-05,0
0.778,3.56931228e-05,-9.88992776e-05,0
0.779,-3.57500163e-05,9.90534351e-05,0
0.78,3.58070841e-05,-9.92080564e-05,0
0.781,-3.58643271e-05,9.93631425e-05,0
0.782,3.59217459e-05,-9.95186964e-05,0
0.783,-3.59793415e-05,9.96747196e-05,0
0.784,3.60371145e-05,-9.98312146e-05,0
0.785,-3.6095066e-05,9.99881834e-05,0
0.786,3.61531967e-05,-0.000100145628,0
0.787,-3.62115072e-05,0.000100303551,0
0.788,3.62699987e-05,-0.000100461954,0
0.789,-3.63286719e-05,0.00010062084,0
0.79,3.63875275e-05,-0.00010078021,0
0.791,-3.64465666e-05,0.000100940067,0
0.792,3.65057898e-05,-0.000101100414,0
0.793,-3.65651981e-05,0.000101261252,0
0.794,3.66247924e-05,-0.000101422583,0
0.795,-3.66845735e-05,0.00010158441,0
0.796,3.67445422e-05,-0.000101746736,0
0.797,-3.68046996e-05,0.000101909562,0
0.798,3.68650464e-05,-0.00010207289,0
0.799,-3.69255836e-05,0.000102236724,0
0.8,3.69863119e-05,-0.000102401065,0
0.801,-3.70472324e-05,0.000102565916,0
0.802,3.71083461e-05,-0.00010273128,0
0.803,-3.71696536e-05,0.000102897158,0
0.804,3.72311561e-05,-0.000103063552,0
0.805,-3.72928544e-05,0.000103230466,0
0.806,3.73547495e-05,-0.000103397902,0
0.807,-3.74168422e-05,0.000103565862,0
0.808,3.74791336e-05,-0.000103734349,0
0.809,-3.75416245e-05,0.000103903365,0
0.81,3.76043162e-05,-0.000104072913,0
0.811,-3.76672092e-05,0.000104242995,0
0.812,3.77303046e-05,-0.000104413613,0
0.813,-3.77936036e-05,0.000104584771,0
0.814,3.7857107e-05,-0.000104756471,0
0.815,-3.79208158e-05,0.000104928715,0
0.816,3.79847311e-05,-0.000105101505,0
0.817,-3.80488537e-05,0.000105274846,0
0.818,3.81131848e-05,-0.000105448738,0
0.819,-3.81777253e-05,0.000105623185,0
0.82,3.82424762e-05,-0.00010579819,0
0.821,-3.83074387e-05,0.000105973755,0
0.822,3.83726136e-05,-0.000106149883,0
0.823,-3.84380022e-05,0.000106326576,0
0.824,3.85036052e-05,-0.000106503837,0
0.825,-3.8569424e-05,0.00010668167,0
0.826,3.86354595e-05,-0.000106860076,0
0.827,-3.87017128e-05,0.000107039058,0
0.828,3.87681849e-05,-0.00010721862,0
0.829,-3.8834877e-05,0.000107398764,0
0.83,3.890179e-05,-0.000107579493,0
0.831,-3.89689252e-05,0.000107760809,0
0.832,3.90362837e-05,-0.000107942717,0
0.833,-3.91038664e-05,0.000108125218,0
0.834,3.91716747e-05,-0.000108308315,0
0.835,-3.92397095e-05,0.000108492011,0
0.836,3.9307972e-05,-0.00010867631,0
0.837,-3.93764634e-05,0.000108861214,0
0.838,3.94451847e-05,-0.000109046726,0
0.839,-3.95141373e-05,0.00010923285,0
0.84,3.95833221e-05,-0.000109419587,0
0.841,-3.96527404e-05,0.000109606942,0
0.842,3.97223935e-05,-0.000109794917,0
0.843,-3.97922824e-05,0.000109983516,0
0.844,3.98624082e-05,-0.000110172741,0
0.845,-3.99327724e-05,0.000110362596,0
0.846,4.00033761e-05,-0.000110553083,0
0.847,-4.00742204e-05,0.000110744207,0
0.848,4.01453066e-05,-0.000110935969,0
0.849,-4.0216636e-05,0.000111128374,0
0.85,4.02882098e-05,-0.000111321424,0
0.851,-4.03600293e-05,0.000111515123,0
0.852,4.04320956e-05,-0.000111709475,0
0.853,-4.05044102e-05,0.000111904481,0
0.854,4.05769741e-05,-0.000112100146,0
0.855,-4.06497889e-05,0.000112296473,0
0.856,4.07228556e-05,-0.000112493466,0
0.857,-4.07961757e-05,0.000112691127,0
0.858,4.08697505e-05,-0.000112889461,0
0.859,-4.09435813e-05,0.000113088469,0
0.86,4.10176693e-05,-0.000113288157,0
0.861,-4.10920162e-05,0.000113488528,0
0.862,4.11666229e-05,-0.000113689584,0
0.863,-4.1241491e-05,0.00011389133,0
0.864,4.13166219e-05,-0.000114093769,0
0.865,-4.13920168e-05,0.000114296904,0
0.866,4.14676775e-05,-0.00011450074,0
0.867,-4.15436049e-05,0.000114705279,0
0.868,4.16198006e-05,-0.000114910526,0
0.869,-4.16962661e-05,0.000115116484,0
0.87,4.17730028e-05,-0.000115323157,0
0.871,-4.18500121e-05,0.000115530548,0
0.872,4.19272954e-05,-0.000115738662,0
0.873,-4.20048543e-05,0.000115947502,0
0.874,4.20826902e-05,-0.000116157071,0
0.875,-4.21608045e-05,0.000116367374,0
0.876,4.22391987e-05,-0.000116578416,0
0.877,-4.23178746e-05,0.000116790198,0
0.878,4.23968332e-05,-0.000117002725,0
0.879,-4.24760766e-05,0.000117216002,0
0.88,4.25556058e-05,-0.000117430032,0
0.881,-4.26354226e-05,0.000117644819,0
0.882,4.27155287e-05,-0.000117860367,0
0.883,-4.27959254e-05,0.000118076681,0
0.884,4.28766143e-05,-0.000118293764,0
0.885,-4.29575973e-05,0.00011851162,0
0.886,4.30388756e-05,-0.000118730254,0
0.887,-4.3120451e-05,0.00011894967,0
0.888,4.32023251e-05,-0.000119169872,0
0.889,-4.32844996e-05,0.000119390864,0
0.89,4.33669762e-05,-0.00011961265,0
0.891,-4.34497564e-05,0.000119835234,0
0.892,4.35328419e-05,-0.000120058622,0
0.893,-4.36162345e-05,0.000120282817,0
0.894,4.36999357e-05,-0.000120507824,0
0.895,-4.37839475e-05,0.000120733647,0
0.896,4.38682713e-05,-0.000120960291,0
0.897,-4.39529091e-05,0.000121187759,0
0.898,4.40378626e-05,-0.000121416058,0
0.899,-4.41231334e-05,0.00012164519,0
0.9,4.42087234e-05,-0.000121875161,0
0.901,-4.42946344e-05,0.000122105975,0
0.902,4.43808682e-05,-0.000122337637,0
0.903,-4.44674266e-05,0.000122570151,0
0.904,4.45543114e-05,-0.000122803523,0
0.905,-4.46415245e-05,0.000123037757,0
0.906,4.47290677e-05,-0.000123272857,0
0.907,-4.48169429e-05,0.000123508829,0
0.908,4.49051519e-05,-0.000123745678,0
0.909,-4.49936968e-05,0.000123983408,0
0.91,4.50825793e-05,-0.000124222024,0
0.911,-4.51718015e-05,0.000124461531,0
0.912,4.52613652e-05,-0.000124701935,0
0.913,-4.53512725e-05,0.00012494324,0
0.914,4.54415253e-05,-0.000125185451,0
0.915,-4.55321255e-05,0.000125428573,0
0.916,4.56230752e-05,-0.000125672612,0
0.917,-4.57143765e-05,0.000125917573,0
0.918,4.58060312e-05,-0.000126163461,0
0.919,-4.58980416e-05,0.00012641028,0
0.92,4.59904096e-05,-0.000126658038,0
0.921,-4.60831374e-05,0.000126906738,0
0.922,4.61762271e-05,-0.000127156387,0
0.923,-4.62696807e-05,0.000127406988,0
0.924,4.63635002e-05,-0.00012765855,0
0.925,-4.64576882e-05,0.000127911076,0
0.926,4.65522465e-05,-0.000128164572,0
0.927,-4.66471773e-05,0.000128419043,0
0.928,4.6742483e-05,-0.000128674497,0
0.929,-4.68381656e-05,0.000128930937,0
0.93,4.69342275e-05,-0.00012918837,0
0.931,-4.70306709e-05,0.000129446802,0
0.932,4.7127498e-05,-0.000129706238,0
0.933,-4.72247111e-05,0.000129966684,0
0.934,4.73223126e-05,-0.000130228147,0
0.935,-4.74203048e-05,0.000130490631,0
0.936,4.75186899e-05,-0.000130754144,0
0.937,-4.76174705e-05,0.000131018691,0
0.938,4.77166488e-05,-0.000131284278,0
0.939,-4.78162272e-05,0.000131550911,0
0.94,4.79162082e-05,-0.000131818597,0
0.941,-4.80165942e-05,0.000132087342,0
0.942,4.81173877e-05,-0.000132357152,0
0.943,-4.82185912e-05,0.000132628033,0
0.944,4.8320207e-05,-0.000132899992,0
0.945,-4.84222378e-05,0.000133173036,0
0.946,4.85246861e-05,-0.00013344717,0
0.947,-4.86275545e-05,0.000133722401,0
0.948,4.87308455e-05,-0.000133998736,0
0.949,-4.88345618e-05,0.000134276181,0
0.95,4.89387058e-05,-0.000134554744,0
0.951,-4.90432806e-05,0.000134834431,0
0.952,4.91482883e-05,-0.000135115249,0
0.953,-4.92537319e-05,0.000135397204,0
0.954,4.93596141e-05,-0.000135680303,0
0.955,-4.94659377e-05,0.000135964554,0
0.956,4.95727052e-05,-0.000136249964,0
0.957,-4.96799197e-05,0.000136536539,0
0.958,4.97875837e-05,-0.000136824287,0
0.959,-4.98957003e-05,0.000137113215,0
0.96,5.0004272e-05,-0.00013740333,0
0.961,-5.01133021e-05,0.00013769464,0
0.962,5.02227932e-05,-0.000137987151,0
0.963,-5.03327483e-05,0.000138280872,0
0.964,5.04431703e-05,-0.00013857581,0
0.965,-5.05540624e-05,0.000138871973,0
0.966,5.06654273e-05,-0.000139169367,0
0.967,-5.07772681e-05,0.000139468001,0
0.968,5.08895879e-05,-0.000139767883,0
0.969,-5.10023899e-05,0.00014006902,0
0.97,5.1115677e-05,-0.00014037142,0
0.971,-5.12294523e-05,0.000140675092,0
0.972,5.13437192e-05,-0.000140980043,0
0.973,-5.14584807e-05,0.000141286281,0
0.974,5.15737399e-05,-0.000141593815,0
0.975,-5.16895003e-05,0.000141902652,0
0.976,5.1805765e-05,-0.000142212801,0
0.977,-5.19225374e-05,0.000142524271,0
0.978,5.20398207e-05,-0.000142837069,0
0.979,-5.21576183e-05,0.000143151205,0
0.98,5.22759336e-05,-0.000143466687,0
0.981,-5.239477e-05,0.000143783523,0
0.982,5.25141309e-05,-0.000144101722,0
0.983,-5.26340198e-05,0.000144421294,0
0.984,5.27544403e-05,-0.000144742246,0
0.985,-5.28753957e-05,0.000145064589,0
0.986,5.29968899e-05,-0.000145388331,0
0.987,-5.31189261e-05,0.00014571348,0
0.988,5.32415081e-05,-0.000146040047,0
0.989,-5.33646398e-05,0.00014636804,0
0.99,5.34883245e-05,-0.00014669747,0
0.991,-5.36125661e-05,0.000147028345,0
0.992,5.37373685e-05,-0.000147360674,0
0.993,-5.38627352e-05,0.000147694468,0
0.994,5.39886703e-05,-0.000148029737,0
0.995,-5.41151774e-05,0.000148366489,0
0.996,5.42422606e-05,-0.000148704735,0
0.997,-5.43699238e-05,0.000149044485,0
0.998,5.44981709e-05,-0.000149385749,0
0.999,-5.46270059e-05,0.000149728536,0
1,5.47564329e-05,-0.000150072858,0
1.001,-5.4886456e-05,0.000150418724,0.00384
1.002,5.50170792e-05,-0.000150766146,0.00768
1.003,-5.51483068e-05,0.000151115132,0.01152
1.004,5.52801429e-05,-0.000151465695,0.01536
1.005,-5.54125917e-05,0.000151817844,0.0192
1.006,5.55456575e-05,-0.000152171591,0.02304
1.007,-5.56793447e-05,0.000152526946,0.02688
1.008,5.58136575e-05,-0.00015288392,0.03072
1.009,-5.59486004e-05,0.000153242525,0.03456
1.01,5.60841779e-05,-0.000153602771,0.0384
1.011,-5.62203942e-05,0.00015396467,0.04224
1.012,5.6357254e-05,-0.000154328234,0.04608
1.013,-5.6494762e-05,0.000154693473,0.04992
1.014,5.66329225e-05,-0.000155060399,0.05376
1.015,-5.67717403e-05,0.000155429025,0.0576
1.016,5.69112201e-05,-0.000155799361,0.06144
1.017,-5.70513665e-05,0.000156171421,0.06528
1.018,5.71921846e-05,-0.000156545215,0.06912
1.019,-5.73336789e-05,0.000156920756,0.07296
1.02,5.74758543e-05,-0.000157298057,0.0768
1.021,-5.76187159e-05,0.000157677129,0.08064
1.022,5.77622685e-05,-0.000158057985,0.08448
1.023,-5.79065172e-05,0.000158440638,0.08832
1.024,5.8051467e-05,-0.000158825101,0.09216
1.025,-5.81971231e-05,0.000159211386,0.096
1.026,5.83434906e-05,-0.000159599506,0.09984
1.027,-5.84905747e-05,0.000159989474,0.10368
1.028,5.86383807e-05,-0.000160381305,0.10752
1.029,-5.87869138e-05,0.00016077501,0.11136
1.03,5.89361796e-05,-0.000161170604,0.1152
1.031,-5.90861833e-05,0.0001615681,0.11904
1.032,5.92369304e-05,-0.000161967511,0.12288
1.033,-5.93884265e-05,0.000162368853,0.12672
1.034,5.95406772e-05,-0.000162772138,0.13056
1.035,-5.9693688e-05,0.000163177381,0.1344
1.036,5.98474647e-05,-0.000163584596,0.13824
1.037,-6.00020131e-05,0.000163993798,0.14208
1.038,6.01573388e-05,-0.000164405001,0.14592
1.039,-6.03134479e-05,0.000164818219,0.14976
1.04,6.04703462e-05,-0.000165233468,0.1536
1.041,-6.06280397e-05,0.000165650763,0.15744
1.042,6.07865345e-05,-0.000166070119,0.16128
1.043,-6.09458366e-05,0.000166491551,0.16512
1.044,6.11059522e-05,-0.000166915075,0.16896
1.045,-6.12668877e-05,0.000167340705,0.1728
1.046,6.14286491e-05,-0.000167768459,0.17664
1.047,-6.15912429e-05,0.000168198351,0.18048
1.048,6.17546757e-05,-0.000168630398,0.18432
1.049,-6.19189537e-05,0.000169064617,0.18816
1.05,6.20840837e-05,-0.000169501022,0.192
1.051,-6.22500721e-05,0.000169939632,0.19584
1.052,6.24169256e-05,-0.000170380463,0.19968
1.053,-6.25846513e-05,0.000170823531,0.20352
1.054,6.27532557e-05,-0.000171268854,0.20736
1.055,-6.29227458e-05,0.000171716449,0.2112
1.056,6.30931286e-05,-0.000172166334,0.21504
1.057,-6.32644112e-05,0.000172618526,0.21888
1.058,6.34366007e-05,-0.000173073042,0.22272
1.059,-6.36097041e-05,0.000173529901,0.22656
1.06,6.37837289e-05,-0.000173989122,0.2304
1.061,-6.39586825e-05,0.000174450721,0.23424
1.062,6.41345722e-05,-0.000174914718,0.23808
1.063,-6.43114056e-05,0.000175381132,0.24192
1.064,6.44891902e-05,-0.000175849981,0.24576
1.065,-6.46679337e-05,0.000176321285,0.2496
1.066,6.4847644e-05,-0.000176795062,0.25344
1.067,-6.50283287e-05,0.000177271333,0.25728
1.068,6.5209996e-05,-0.000177750117,0.26112
1.069,-6.53926537e-05,0.000178231434,0.26496
1.07,6.557631e-05,-0.000178715304,0.2688
1.071,-6.5760973e-05,0.000179201748,0.27264
1.072,6.59466511e-05,-0.000179690786,0.27648
