dx_mil,C11_pF_per_m,Cmutual_pF_per_m,Z_even_ohm,Z_odd_ohm,Zgm_ohm,peak_far_abs_mV,peak_near_abs_mV
0.5,101.49445575066528,8.459103670565096,64.5964883424066,52.14371045755796,58.037062164632935,30.818304137719092,31.838019866277975
0.25,96.67959566777904,7.0685576328311335,66.43221916495982,54.43762013871481,60.13661041224333,33.4600944652749,30.494233512603156
0.125,94.02383455765425,6.387845675167537,67.4924603101292,55.721386632490734,61.32514554176569,34.72467224390738,29.910956646892465
