length_in,peak_pos_mV,peak_neg_mV,peak_abs_mV
0.5,0.04357174875077301,-8.998400158586513,8.998400158586513
1.0,0.09339505786451913,-17.612584365252637,17.612584365252637
2.0,0.014901966662211696,-25.4494472516339,25.4494472516339
3.0,0.10299275254718214,-33.4600944652749,33.4600944652749
4.0,0.04166775798054774,-41.4092490458561,41.4092490458561
5.0,0.0912275560493415,-49.422301030327795,49.422301030327795
