time_ns,victim_mV,aggressor_mV,source_V
0.717,-0.000198362125,4.86760213e-06,0
0.718,0.000198650502,-4.87868428e-06,0
0.719,-0.000198939681,4.88980928e-06,0
0.72,0.000199229668,-4.90097785e-06,0
0.721,-0.000199520465,4.9121899e-06,0
0.722,0.000199812076,-4.92344551e-06,0
0.723,-0.000200104503,4.93474554e-06,0
0.724,0.000200397751,-4.94608951e-06,0
0.725,-0.000200691823,4.95747798e-06,0
0.726,0.000200986722,-4.96891137e-06,0
0.727,-0.000201282452,4.98038948e-06,0
0.728,0.000201579016,-4.99191287e-06,0
0.729,-0.000201876419,5.00348196e-06,0
0.73,0.000202174662,-5.01509662e-06,0
0.731,-0.000202473751,5.02675725e-06,0
0.732,0.000202773687,-5.03846413e-06,0
0.733,-0.000203074476,5.05021741e-06,0
0.734,0.000203376121,-5.06201737e-06,0
0.735,-0.000203678625,5.07386452e-06,0
0.736,0.000203981992,-5.08575873e-06,0
0.737,-0.000204286226,5.09770068e-06,0
0.738,0.00020459133,-5.10968999e-06,0
0.739,-0.000204897309,5.12172771e-06,0
0.74,0.000205204165,-5.13381375e-06,0
0.741,-0.000205511903,5.14594813e-06,0
0.742,0.000205820526,-5.15813126e-06,0
0.743,-0.000206130038,5.17036383e-06,0
0.744,0.000206440444,-5.18264549e-06,0
0.745,-0.000206751746,5.19497706e-06,0
0.746,0.000207063949,-5.20735831e-06,0
0.747,-0.000207377057,5.21978993e-06,0
0.748,0.000207691073,-5.23227209e-06,0
0.749,-0.000208006002,5.24480485e-06,0
0.75,0.000208321847,-5.25738884e-06,0
0.751,-0.000208638613,5.27002406e-06,0
0.752,0.000208956304,-5.28271089e-06,0
0.753,-0.000209274922,5.29545e-06,0
0.754,0.000209594474,-5.308241e-06,0
0.755,-0.000209914962,5.32108464e-06,0
0.756,0.000210236391,-5.33398101e-06,0
0.757,-0.000210558764,5.34693062e-06,0
0.758,0.000210882087,-5.35993351e-06,0
0.759,-0.000211206363,5.37299027e-06,0
0.76,0.000211531597,-5.38610104e-06,0
0.761,-0.000211857792,5.39926623e-06,0
0.762,0.000212184952,-5.41248597e-06,0
0.763,-0.000212513084,5.42576079e-06,0
0.764,0.000212842189,-5.43909066e-06,0
0.765,-0.000213172273,5.45247641e-06,0
0.766,0.000213503341,-5.46591782e-06,0
0.767,-0.000213835396,5.47941563e-06,0
0.768,0.000214168443,-5.49297012e-06,0
0.769,-0.000214502486,5.50658137e-06,0
0.77,0.00021483753,-5.52024979e-06,0
0.771,-0.00021517358,5.53397592e-06,0
0.772,0.000215510639,-5.54775999e-06,0
0.773,-0.000215848713,5.56160212e-06,0
0.774,0.000216187805,-5.57550296e-06,0
0.775,-0.000216527921,5.58946256e-06,0
0.776,0.000216869066,-5.60348155e-06,0
0.777,-0.000217211243,5.61756019e-06,0
0.778,0.000217554457,-5.63169887e-06,0
0.779,-0.000217898714,5.6458976e-06,0
0.78,0.000218244017,-5.66015715e-06,0
0.781,-0.000218590372,5.67447751e-06,0
0.782,0.000218937783,-5.68885956e-06,0
0.783,-0.000219286256,5.70330315e-06,0
0.784,0.000219635795,-5.71780906e-06,0
0.785,-0.000219986405,5.73237721e-06,0
0.786,0.000220338091,-5.74700842e-06,0
0.787,-0.000220690857,5.76170286e-06,0
0.788,0.00022104471,-5.77646085e-06,0
0.789,-0.000221399653,5.7912827e-06,0
0.79,0.000221755692,-5.80616899e-06,0
0.791,-0.000222112832,5.8211201e-06,0
0.792,0.000222471078,-5.83613632e-06,0
0.793,-0.000222830435,5.85121811e-06,0
0.794,0.000223190908,-5.86636577e-06,0
0.795,-0.000223552503,5.8815799e-06,0
0.796,0.000223915224,-5.89686074e-06,0
0.797,-0.000224279077,5.91220847e-06,0
0.798,0.000224644068,-5.92762384e-06,0
0.799,-0.000225010201,5.94310723e-06,0
0.8,0.000225377481,-5.95865908e-06,0
0.801,-0.000225745915,5.97427953e-06,0
0.802,0.000226115508,-5.98996917e-06,0
0.803,-0.000226486265,6.00572854e-06,0
0.804,0.000226858191,-6.02155804e-06,0
0.805,-0.000227231293,6.03745784e-06,0
0.806,0.000227605575,-6.05342866e-06,0
0.807,-0.000227981043,6.06947069e-06,0
0.808,0.000228357704,-6.08558461e-06,0
0.809,-0.000228735562,6.10177082e-06,0
0.81,0.000229114623,-6.11802949e-06,0
0.811,-0.000229494893,6.13436144e-06,0
0.812,0.000229876378,-6.15076698e-06,0
0.813,-0.000230259083,6.16724653e-06,0
0.814,0.000230643015,-6.1838006e-06,0
0.815,-0.000231028179,6.20042948e-06,0
0.816,0.000231414581,-6.21713381e-06,0
0.817,-0.000231802228,6.23391425e-06,0
0.818,0.000232191124,-6.25077086e-06,0
0.819,-0.000232581277,6.26770437e-06,0
0.82,0.000232972692,-6.28471521e-06,0
0.821,-0.000233365375,6.30180391e-06,0
0.822,0.000233759333,-6.31897094e-06,0
0.823,-0.000234154572,6.33621679e-06,0
0.824,0.000234551097,-6.35354187e-06,0
0.825,-0.000234948916,6.37094673e-06,0
0.826,0.000235348034,-6.38843194e-06,0
0.827,-0.000235748458,6.40599793e-06,0
0.828,0.000236150194,-6.42364548e-06,0
0.829,-0.000236553249,6.4413746e-06,0
0.83,0.000236957629,-6.45918634e-06,0
0.831,-0.000237363341,6.47708075e-06,0
0.832,0.000237770391,-6.49505866e-06,0
0.833,-0.000238178786,6.51312067e-06,0
0.834,0.000238588533,-6.53126711e-06,0
0.835,-0.000238999638,6.54949854e-06,0
0.836,0.000239412107,-6.56781568e-06,0
0.837,-0.000239825949,6.5862189e-06,0
0.838,0.000240241168,-6.604709e-06,0
0.839,-0.000240657774,6.62328623e-06,0
0.84,0.000241075771,-6.64195128e-06,0
0.841,-0.000241495168,6.66070483e-06,0
0.842,0.000241915972,-6.67954737e-06,0
0.843,-0.000242338188,6.69847935e-06,0
0.844,0.000242761826,-6.71750187e-06,0
0.845,-0.000243186891,6.73661461e-06,0
0.846,0.00024361339,-6.75581908e-06,0
0.847,-0.000244041332,6.77511529e-06,0
0.848,0.000244470723,-6.79450425e-06,0
0.849,-0.000244901571,6.81398635e-06,0
0.85,0.000245333883,-6.83356198e-06,0
0.851,-0.000245767667,6.8532322e-06,0
0.852,0.00024620293,-6.87299759e-06,0
0.853,-0.000246639679,6.8928583e-06,0
0.854,0.000247077923,-6.9128156e-06,0
0.855,-0.000247517668,6.93286965e-06,0
0.856,0.000247958923,-6.95302135e-06,0
0.857,-0.000248401696,6.97327129e-06,0
0.858,0.000248845993,-6.99362032e-06,0
0.859,-0.000249291824,7.01406862e-06,0
0.86,0.000249739196,-7.0346175e-06,0
0.861,-0.000250188116,7.05526668e-06,0
0.862,0.000250638594,-7.07601799e-06,0
0.863,-0.000251090637,7.0968713e-06,0
0.864,0.000251544253,-7.11782781e-06,0
0.865,-0.00025199945,7.13888794e-06,0
0.866,0.000252456237,-7.16005225e-06,0
0.867,-0.000252914621,7.18132168e-06,0
0.868,0.000253374613,-7.2026972e-06,0
0.869,-0.000253836219,7.22417892e-06,0
0.87,0.000254299448,-7.24576803e-06,0
0.871,-0.000254764309,7.26746505e-06,0
0.872,0.00025523081,-7.28927081e-06,0
0.873,-0.000255698961,7.31118607e-06,0
0.874,0.000256168769,-7.33321165e-06,0
0.875,-0.000256640244,7.35534803e-06,0
0.876,0.000257113394,-7.37759642e-06,0
0.877,-0.000257588229,7.39995704e-06,0
0.878,0.000258064757,-7.42243134e-06,0
0.879,-0.000258542987,7.44501946e-06,0
0.88,0.000259022929,-7.46772268e-06,0
0.881,-0.000259504592,7.49054155e-06,0
0.882,0.000259987984,-7.51347694e-06,0
0.883,-0.000260473116,7.53652955e-06,0
0.884,0.000260959996,-7.55970055e-06,0
0.885,-0.000261448634,7.58299028e-06,0
0.886,0.00026193904,-7.60639997e-06,0
0.887,-0.000262431223,7.62993041e-06,0
0.888,0.000262925193,-7.6535823e-06,0
0.889,-0.000263420959,7.67735654e-06,0
0.89,0.000263918532,-7.70125423e-06,0
0.891,-0.000264417921,7.72527579e-06,0
0.892,0.000264919135,-7.74942256e-06,0
0.893,-0.000265422186,7.77369515e-06,0
0.894,0.000265927083,-7.79809464e-06,0
0.895,-0.000266433836,7.82262169e-06,0
0.896,0.000266942456,-7.84727756e-06,0
0.897,-0.000267452952,7.872063e-06,0
0.898,0.000267965336,-7.89697888e-06,0
0.899,-0.000268479618,7.92202624e-06,0
0.9,0.000268995807,-7.94720618e-06,0
0.901,-0.000269513915,7.97251903e-06,0
0.902,0.000270033953,-7.99796665e-06,0
0.903,-0.000270555931,8.02354928e-06,0
0.904,0.00027107986,-8.04926836e-06,0
0.905,-0.000271605751,8.07512478e-06,0
0.906,0.000272133615,-8.10111951e-06,0
0.907,-0.000272663463,8.12725325e-06,0
0.908,0.000273195307,-8.15352769e-06,0
0.909,-0.000273729157,8.17994311e-06,0
0.91,0.000274265025,-8.20650124e-06,0
0.911,-0.000274802922,8.23320259e-06,0
0.912,0.00027534286,-8.26004888e-06,0
0.913,-0.00027588485,8.28704035e-06,0
0.914,0.000276428905,-8.31417871e-06,0
0.915,-0.000276975035,8.34146484e-06,0
0.916,0.000277523253,-8.3688998e-06,0
0.917,-0.000278073571,8.3964847e-06,0
0.918,0.000278626001,-8.42422078e-06,0
0.919,-0.000279180554,8.45210904e-06,0
0.92,0.000279737244,-8.48015078e-06,0
0.921,-0.000280296082,8.50834705e-06,0
0.922,0.000280857081,-8.53669908e-06,0
0.923,-0.000281420254,8.56520795e-06,0
0.924,0.000281985613,-8.59387495e-06,0
0.925,-0.00028255317,8.62270105e-06,0
0.926,0.000283122939,-8.65168785e-06,0
0.927,-0.000283694933,8.68083631e-06,0
0.928,0.000284269164,-8.71014777e-06,0
0.929,-0.000284845646,8.73962348e-06,0
0.93,0.000285424391,-8.76926443e-06,0
0.931,-0.000286005414,8.79907221e-06,0
0.932,0.000286588727,-8.82904837e-06,0
0.933,-0.000287174345,8.85919343e-06,0
0.934,0.00028776228,-8.88950921e-06,0
0.935,-0.000288352547,8.91999691e-06,0
0.936,0.00028894516,-8.95065813e-06,0
0.937,-0.000289540132,8.98149385e-06,0
0.938,0.000290137477,-9.01250559e-06,0
0.939,-0.00029073721,9.04369458e-06,0
0.94,0.000291339345,-9.07506258e-06,0
0.941,-0.000291943896,9.10661054e-06,0
0.942,0.000292550878,-9.13834021e-06,0
0.943,-0.000293160306,9.1702527e-06,0
0.944,0.000293772195,-9.20234992e-06,0
0.945,-0.000294386558,9.23463289e-06,0
0.946,0.000295003412,-9.26710328e-06,0
0.947,-0.000295622771,9.29976263e-06,0
0.948,0.000296244651,-9.33261239e-06,0
0.949,-0.000296869067,9.36565386e-06,0
0.95,0.000297496034,-9.3988889e-06,0
0.951,-0.000298125569,9.43231891e-06,0
0.952,0.000298757686,-9.46594537e-06,0
0.953,-0.000299392403,9.49977015e-06,0
0.954,0.000300029734,-9.53379459e-06,0
0.955,-0.000300669696,9.5680204e-06,0
0.956,0.000301312306,-9.60244924e-06,0
0.957,-0.000301957579,9.63708259e-06,0
0.958,0.000302605533,-9.67192224e-06,0
0.959,-0.000303256183,9.70696992e-06,0
0.96,0.000303909548,-9.74222719e-06,0
0.961,-0.000304565643,9.77769593e-06,0
0.962,0.000305224486,-9.81337764e-06,0
0.963,-0.000305886094,9.84927442e-06,0
0.964,0.000306550485,-9.88538777e-06,0
0.965,-0.000307217676,9.92171946e-06,0
0.966,0.000307887685,-9.9582715e-06,0
0.967,-0.000308560529,9.99504543e-06,0
0.968,0.000309236227,-1.00320433e-05,0
0.969,-0.000309914797,1.00692672e-05,0
0.97,0.000310596257,-1.01067184e-05,0
0.971,-0.000311280625,1.01443993e-05,0
0.972,0.000311967921,-1.01823117e-05,0
0.973,-0.000312658163,1.02204575e-05,0
0.974,0.00031335137,-1.02588386e-05,0
0.975,-0.00031404756,1.0297457e-05,0
0.976,0.000314746754,-1.0336315e-05,0
0.977,-0.000315448971,1.03754144e-05,0
0.978,0.00031615423,-1.04147569e-05,0
0.979,-0.000316862552,1.04543454e-05,0
0.98,0.000317573955,-1.04941811e-05,0
0.981,-0.000318288461,1.05342667e-05,0
0.982,0.000319006089,-1.05746042e-05,0
0.983,-0.000319726859,1.06151957e-05,0
0.984,0.000320450794,-1.06560433e-05,0
0.985,-0.000321177913,1.06971495e-05,0
0.986,0.000321908237,-1.07385162e-05,0
0.987,-0.000322641788,1.07801459e-05,0
0.988,0.000323378587,-1.08220409e-05,0
0.989,-0.000324118656,1.08642032e-05,0
0.99,0.000324862016,-1.09066354e-05,0
0.991,-0.000325608689,1.09493399e-05,0
0.992,0.000326358698,-1.09923188e-05,0
0.993,-0.000327112065,1.10355749e-05,0
0.994,0.000327868812,-1.10791101e-05,0
0.995,-0.000328628963,1.11229276e-05,0
0.996,0.000329392539,-1.11670293e-05,0
0.997,-0.000330159565,1.12114179e-05,0
0.998,0.000330930063,-1.12560958e-05,0
0.999,-0.000331704058,1.1301066e-05,0
1,0.000332481573,-1.13463306e-05,0
1.001,-0.000333262632,1.13918927e-05,0.00384
1.002,0.000334047259,-1.14377546e-05,0.00768
1.003,-0.00033483548,1.1483919e-05,0.01152
1.004,0.000335627317,-1.15303889e-05,0.01536
1.005,-0.000336422798,1.15771669e-05,0.0192
1.006,0.000337221945,-1.16242557e-05,0.02304
1.007,-0.000338024786,1.16716582e-05,0.02688
1.008,0.000338831346,-1.17193774e-05,0.03072
1.009,-0.000339641649,1.17674161e-05,0.03456
1.01,0.000340455724,-1.1815777e-05,0.0384
1.011,-0.000341273595,1.18644633e-05,0.04224
1.012,0.000342095289,-1.19134778e-05,0.04608
1.013,-0.000342920834,1.19628238e-05,0.04992
1.014,0.000343750256,-1.2012504e-05,0.05376
1.015,-0.000344583583,1.20625218e-05,0.0576
1.016,0.000345420842,-1.211288e-05,0.06144
1.017,-0.000346262062,1.21635823e-05,0.06528
1.018,0.000347107269,-1.22146313e-05,0.06912
1.019,-0.000347956493,1.22660304e-05,0.07296
1.02,0.000348809763,-1.23177831e-05,0.0768
1.021,-0.000349667106,1.23698927e-05,0.08064
1.022,0.000350528553,-1.24223622e-05,0.08448
1.023,-0.000351394134,1.24751955e-05,0.08832
1.024,0.000352263876,-1.25283955e-05,0.09216
1.025,-0.000353137811,1.25819663e-05,0.096
1.026,0.00035401597,-1.26359106e-05,0.09984
1.027,-0.000354898382,1.26902328e-05,0.10368
1.028,0.000355785079,-1.27449359e-05,0.10752
1.029,-0.000356676092,1.28000238e-05,0.11136
1.03,0.000357571452,-1.28555002e-05,0.1152
1.031,-0.000358471191,1.29113686e-05,0.11904
1.032,0.000359375342,-1.29676331e-05,0.12288
1.033,-0.000360283937,1.30242976e-05,0.12672
1.034,0.000361197008,-1.30813655e-05,0.13056
1.035,-0.00036211459,1.3138841e-05,0.1344
1.036,0.000363036714,-1.31967281e-05,0.13824
1.037,-0.000363963416,1.32550306e-05,0.14208
1.038,0.000364894729,-1.33137527e-05,0.14592
1.039,-0.000365830687,1.33728987e-05,0.14976
1.04,0.000366771326,-1.34324726e-05,0.1536
1.041,-0.000367716681,1.34924786e-05,0.15744
1.042,0.000368666786,-1.35529208e-05,0.16128
1.043,-0.000369621679,1.36138039e-05,0.16512
1.044,0.000370581395,-1.3675132e-05,0.16896
1.045,-0.00037154597,1.37369096e-05,0.1728
1.046,0.000372515442,-1.37991412e-05,0.17664
1.047,-0.000373489848,1.38618314e-05,0.18048
1.048,0.000374469227,-1.39249846e-05,0.18432
1.049,-0.000375453614,1.39886057e-05,0.18816
1.05,0.000376443051,-1.40526994e-05,0.192
1.051,-0.000377437574,1.41172703e-05,0.19584
1.052,0.000378437224,-1.41823234e-05,0.19968
1.053,-0.000379442041,1.42478634e-05,0.20352
1.054,0.000380452064,-1.43138955e-05,0.20736
1.055,-0.000381467333,1.43804247e-05,0.2112
1.056,0.000382487891,-1.44474558e-05,0.21504
1.057,-0.000383513777,1.45149943e-05,0.21888
1.058,0.000384545035,-1.45830453e-05,0.22272
1.059,-0.000385581706,1.46516142e-05,0.22656
1.06,0.000386623833,-1.47207063e-05,0.2304
1.061,-0.000387671459,1.47903268e-05,0.23424
1.062,0.000388724627,-1.48604814e-05,0.23808
1.063,-0.000389783382,1.49311758e-05,0.24192
1.064,0.000390847769,-1.50024153e-05,0.24576
1.065,-0.000391917832,1.50742061e-05,0.2496
1.066,0.000392993616,-1.51465535e-05,0.25344
1.067,-0.000394075169,1.52194638e-05,0.25728
1.068,0.000395162535,-1.52929428e-05,0.26112
1.069,-0.000396255763,1.53669964e-05,0.26496
1.07,0.000397354899,-1.54416308e-05,0.2688
1.071,-0.000398459992,1.55168521e-05,0.27264
1.072,0.00039957109,-1.55926668e-05,0.27648
1.073,-0.000400688242,1.56690814e-05,0.28032
1.074,0.000401811498,-1.57461017e-05,0.28416
1.075,-0.000402940907,1.58237351e-05,0.288
1.076,0.000404076521,-1.59019873e-05,0.29184
1.077,-0.000405218391,1.59808657e-05,0.29568
1.078,0.000406366569,-1.6060377e-05,0.29952
1.079,-0.000407521106,1.6140528e-05,0.30336
1.08,0.000408682056,-1.62213255e-05,0.3072
1.081,-0.000409849473,1.63027769e-05,0.31104
1.082,0.00041102341,-1.63848893e-05,0.31488
1.083,-0.000412203922,1.64676699e-05,0.31872
1.084,0.000413391065,-1.65511263e-05,0.32256
1.085,-0.000414584894,1.66352659e-05,0.3264
1.086,0.000415785467,-1.67200961e-05,0.33024
1.087,-0.00041699284,1.68056249e-05,0.33408
1.088,0.000418207071,-1.68918598e-05,0.33792
1.089,-0.00041942822,1.69788093e-05,0.34176
1.09,0.000420656344,-1.70664807e-05,0.3456
1.091,-0.000421891505,1.71548828e-05,0.34944
1.092,0.000423133762,-1.72440233e-05,0.35328
1.093,-0.000424383177,1.73339112e-05,0.35712
1.094,0.000425639812,-1.74245544e-05,0.36096
